2-BTP,CF3Br,CH4,N2,O2,P(atm),Su(cm/s),T,T(K),True_Su(m/s),agent,agent_volume_frac,index,mech,percent_error,phi
,0.0025,0.11577298050139276,0.6964902506963787,0.1852367688022284,1,19.562051055627677,2092.8381311559183,300,0.20992259488267945,CF3BR,0.0025,14,/scratch/westgroup/chlorination/git_hub/halogen-data/cantera/2-BTP/literature_mech/2-BTP_kinetics.cti,6.908054045755494,1.25
,,0.0730282375851996,0.7322297955209347,0.1947419668938656,1,25.404847665638915,1918.358507170101,300,0.25877753326751096,CF3BR,0,2,/scratch/westgroup/chlorination/git_hub/halogen-data/cantera/2-BTP/literature_mech/2-BTP_kinetics.cti,3.855489506665587,0.75
,0.01,0.094106463878327,0.707680608365019,0.188212927756654,1,6.984314884521744,2203.192875590147,300,0.07284646479002253,CF3BR,0.01,42,/scratch/westgroup/chlorination/git_hub/halogen-data/cantera/2-BTP/literature_mech/2-BTP_kinetics.cti,4.471065490671837,1
,,0.11606313834726091,0.6982358402971217,0.18570102135561747,1,35.365619345141006,2097.583937281537,300,0.3721517197127396,CF3BR,0,4,/scratch/westgroup/chlorination/git_hub/halogen-data/cantera/2-BTP/literature_mech/2-BTP_kinetics.cti,6.65397979609706,1.25
,0.02,0.0715676728334956,0.717585199610516,0.19084712755598832,1,2.3252398424194918,1887.1625264545337,300,0.024455978401238428,CF3BR,0.02,60,/scratch/westgroup/chlorination/git_hub/halogen-data/cantera/2-BTP/literature_mech/2-BTP_kinetics.cti,5.108629560311865,0.75
,0.015000000000000001,0.07193281402142163,0.7212463485881208,0.19182083739045766,1,2.77057788197504,1893.7350375789445,300,0.0289691176402026,CF3BR,0.015,50,/scratch/westgroup/chlorination/git_hub/halogen-data/cantera/2-BTP/literature_mech/2-BTP_kinetics.cti,4.451053773980754,0.75
,0.005000000000000001,0.1154828226555246,0.694744661095636,0.1847725162488394,1,12.65384704062829,2085.535265411581,300,0.1355835857912942,CF3BR,0.005,24,/scratch/westgroup/chlorination/git_hub/halogen-data/cantera/2-BTP/literature_mech/2-BTP_kinetics.cti,7.005185699027625,1.25
0.015000000000000001,,0.114322191272052,0.6877623026926648,0.1829155060352832,1,4.653672973443782,1938.86803840713,300,0.05011552108886733,BTP,0.015,53,/scratch/westgroup/chlorination/git_hub/halogen-data/cantera/2-BTP/literature_mech/2-BTP_kinetics.cti,7.408809422774492,1.25
0.007499999999999999,,0.11519266480965644,0.6929990714948931,0.1843082636954503,1,8.333028152243326,2016.5515584625516,300,0.08965110714967546,BTP,0.0075,33,/scratch/westgroup/chlorination/git_hub/halogen-data/cantera/2-BTP/literature_mech/2-BTP_kinetics.cti,7.589725753578299,1.25
0.02,,0.09315589353612166,0.7005323193916349,0.18631178707224333,1,4.75672136347611,2073.2711315828537,300,0.04986103997653863,BTP,0.02,61,/scratch/westgroup/chlorination/git_hub/halogen-data/cantera/2-BTP/literature_mech/2-BTP_kinetics.cti,4.836369965578605,1
0.01,,0.04940119760479042,0.7429940119760479,0.19760479041916168,1,1.6515888360219357,1731.4771662433702,300,0.01768321408376681,BTP,0.01,37,/scratch/westgroup/chlorination/git_hub/halogen-data/cantera/2-BTP/literature_mech/2-BTP_kinetics.cti,7.3765579137432,0.5
,,0.09505703422053233,0.714828897338403,0.19011406844106465,1,41.27303878492559,2225.687381555983,300,0.42872318053006025,CF3BR,0,3,/scratch/westgroup/chlorination/git_hub/halogen-data/cantera/2-BTP/literature_mech/2-BTP_kinetics.cti,3.885277637444483,1
0.015,,0.07193281402142163,0.7212463485881208,0.19182083739045766,1,5.1982950160844625,2188.8323861427875,300,0.054068758900916704,BTP,0.015,49,/scratch/westgroup/chlorination/git_hub/halogen-data/cantera/2-BTP/literature_mech/2-BTP_kinetics.cti,4.009925830063788,0.75
0.005000000000000001,,0.04965069860279442,0.7467465069860281,0.19860279441117767,1,1.2816444814129393,1603.7265873764802,300,0.013643359207019002,BTP,0.005,17,/scratch/westgroup/chlorination/git_hub/halogen-data/cantera/2-BTP/literature_mech/2-BTP_kinetics.cti,6.829743578955006,0.5
,0.007500000000000001,0.07248052580331062,0.7267380720545278,0.19328140214216163,1,4.5774617606497365,1901.9333412214667,300,0.04817044916278852,CF3BR,0.0075,30,/scratch/westgroup/chlorination/git_hub/halogen-data/cantera/2-BTP/literature_mech/2-BTP_kinetics.cti,5.43666493010238,0.75
0.020000000000000004,,0.048902195608782444,0.7354890219560879,0.19560878243512977,1,2.679553861728525,1962.4718855080896,300,0.028529761943917233,BTP,0.02,57,/scratch/westgroup/chlorination/git_hub/halogen-data/cantera/2-BTP/literature_mech/2-BTP_kinetics.cti,6.522400545452746,0.5
,0.01,0.07229795520934762,0.7249074975657253,0.19279454722492695,1,3.6036893239072407,1899.6403190852636,300,0.0373807126731898,CF3BR,0.01,40,/scratch/westgroup/chlorination/git_hub/halogen-data/cantera/2-BTP/literature_mech/2-BTP_kinetics.cti,3.7777292083645175,0.75
,0.020000000000000004,0.1137418755803157,0.6842711234911792,0.18198700092850512,1,4.916987996866444,2050.991512662409,300,0.05210119275645172,CF3BR,0.02,64,/scratch/westgroup/chlorination/git_hub/halogen-data/cantera/2-BTP/literature_mech/2-BTP_kinetics.cti,6.002501339346354,1.25
0.007500000000000001,,0.07248052580331062,0.7267380720545277,0.19328140214216163,1,6.090343666764672,2068.7586067990983,300,0.06315849200844237,BTP,0.0075,29,/scratch/westgroup/chlorination/git_hub/halogen-data/cantera/2-BTP/literature_mech/2-BTP_kinetics.cti,3.8602994687253536,0.75
,0.015000000000000001,0.09363117870722433,0.704106463878327,0.18726235741444866,1,5.491760907506356,2192.5978073129636,300,0.057520595804077035,CF3BR,0.015,52,/scratch/westgroup/chlorination/git_hub/halogen-data/cantera/2-BTP/literature_mech/2-BTP_kinetics.cti,4.92189059426478,1
,0.005,0.07266309639727363,0.7285686465433301,0.19376825705939632,1,6.72213565297427,1901.6327439670083,300,0.07092712389668104,CF3BR,0.005,20,/scratch/westgroup/chlorination/git_hub/halogen-data/cantera/2-BTP/literature_mech/2-BTP_kinetics.cti,5.542082872861992,0.75
,0.010000000000000002,0.1149025069637883,0.6912534818941505,0.18384401114206128,1,7.8209835525708025,2073.6680545676345,300,0.0831780253184508,CF3BR,0.01,44,/scratch/westgroup/chlorination/git_hub/halogen-data/cantera/2-BTP/literature_mech/2-BTP_kinetics.cti,6.087886865601904,1.25
,0.024999999999999998,0.07120253164556961,0.7139240506329113,0.18987341772151897,1,2.0366471973585694,1881.049256705541,300,0.021453097142357835,CF3BR,0.025,70,/scratch/westgroup/chlorination/git_hub/halogen-data/cantera/2-BTP/literature_mech/2-BTP_kinetics.cti,5.305308297600461,0.75
0.024999999999999994,,0.11316155988857939,0.6807799442896936,0.181058495821727,1,2.8642983623140026,1841.4001430344324,300,0.03054047154424938,BTP,0.025,73,/scratch/westgroup/chlorination/git_hub/halogen-data/cantera/2-BTP/literature_mech/2-BTP_kinetics.cti,6.750308007118448,1.25
0.01,,0.1149025069637883,0.6912534818941503,0.18384401114206128,1,6.565018032275663,1990.7785950444852,300,0.07032156569051624,BTP,0.01,43,/scratch/westgroup/chlorination/git_hub/halogen-data/cantera/2-BTP/literature_mech/2-BTP_kinetics.cti,7.030107947284485,1.25
,0.007499999999999999,0.04952594810379242,0.7448702594810379,0.19810379241516968,1,0.3973945381168301,1476.2802255734903,300,0.004154759342552737,CF3BR,0.0075,28,/scratch/westgroup/chlorination/git_hub/halogen-data/cantera/2-BTP/literature_mech/2-BTP_kinetics.cti,4.624458575643586,0.5
0.02,,0.07156767283349562,0.717585199610516,0.19084712755598832,1,4.963501885816714,2221.445306904043,300,0.0516528152298769,BTP,0.02,59,/scratch/westgroup/chlorination/git_hub/halogen-data/cantera/2-BTP/literature_mech/2-BTP_kinetics.cti,4.013121014859464,0.75
0.025,,0.024948822927328557,0.7504605936540428,0.19959058341862845,1,0.7009796460683678,1670.7465884456642,300,0.00756349924043659,BTP,0.025,65,/scratch/westgroup/chlorination/git_hub/halogen-data/cantera/2-BTP/literature_mech/2-BTP_kinetics.cti,8.156040268471457,0.25
,,0.0499001996007984,0.7504990019960079,0.1996007984031936,1,4.150955538218356,1475.894457208185,300,0.046986334142906296,CF3BR,0,1,/scratch/westgroup/chlorination/git_hub/halogen-data/cantera/2-BTP/literature_mech/2-BTP_kinetics.cti,12.024217146778275,0.5
,0.030000000000000002,0.07083739045764363,0.7102629016553068,0.18889970788704968,1,1.8090376661246865,1873.332060030484,300,0.01856332295870819,CF3BR,0.03,80,/scratch/westgroup/chlorination/git_hub/halogen-data/cantera/2-BTP/literature_mech/2-BTP_kinetics.cti,4.091348999230362,0.75
0.03,,0.02482088024564995,0.7466120777891504,0.1985670419651996,1,1.0431140043165927,1781.4379273841826,300,0.011365123215885824,BTP,0.03,75,/scratch/westgroup/chlorination/git_hub/halogen-data/cantera/2-BTP/literature_mech/2-BTP_kinetics.cti,8.992395154993496,0.25
0.0025,,0.11577298050139274,0.6964902506963787,0.18523676880222842,1,18.097756633982517,2069.0597603439164,300,0.19424240758866979,BTP,0.0025,13,/scratch/westgroup/chlorination/git_hub/halogen-data/cantera/2-BTP/literature_mech/2-BTP_kinetics.cti,7.257003450857083,1.25
0.030000000000000006,,0.04840319361277447,0.7279840319361279,0.19361277445109787,1,3.5424280928866283,2146.0605496791677,300,0.03594085078831214,BTP,0.03,77,/scratch/westgroup/chlorination/git_hub/halogen-data/cantera/2-BTP/literature_mech/2-BTP_kinetics.cti,1.8190828446872487,0.5
,0.005000000000000001,0.04965069860279442,0.746746506986028,0.19860279441117767,1,0.4533683453192671,1468.31825299764,300,0.004932229527018299,CF3BR,0.005,18,/scratch/westgroup/chlorination/git_hub/halogen-data/cantera/2-BTP/literature_mech/2-BTP_kinetics.cti,8.509101054581603,0.5
0.03,,0.1125812441968431,0.6772887650882079,0.18012999071494892,1,2.3327320499589734,1795.2329412837466,300,0.024740803736104326,BTP,0.03,83,/scratch/westgroup/chlorination/git_hub/halogen-data/cantera/2-BTP/literature_mech/2-BTP_kinetics.cti,6.76802388475118,1.25
,0.03,0.11258124419684308,0.6772887650882079,0.18012999071494892,1,3.74802270643534,2028.926523315238,300,0.03936351233048682,CF3BR,0.03,84,/scratch/westgroup/chlorination/git_hub/halogen-data/cantera/2-BTP/literature_mech/2-BTP_kinetics.cti,5.11892406141881,1.25
0.035,,0.0917300380228137,0.6898098859315589,0.1834600760456274,1,2.768957385377895,1921.519162697819,300,0.029020232310298502,BTP,0.035,91,/scratch/westgroup/chlorination/git_hub/halogen-data/cantera/2-BTP/literature_mech/2-BTP_kinetics.cti,4.982574511795264,1
0.025000000000000005,,0.09268060836501903,0.696958174904943,0.18536121673003805,1,3.9519142919348007,2021.077469692152,300,0.041701346022829565,BTP,0.025,71,/scratch/westgroup/chlorination/git_hub/halogen-data/cantera/2-BTP/literature_mech/2-BTP_kinetics.cti,5.418169615153319,1
,0.035,0.07047224926971764,0.7066017526777022,0.18792599805258037,1,1.6431217008771852,1867.384982879016,300,0.0169443973226296,CF3BR,0.035,90,/scratch/westgroup/chlorination/git_hub/halogen-data/cantera/2-BTP/literature_mech/2-BTP_kinetics.cti,4.691710146365777,0.75
,0.025,0.09268060836501901,0.6969581749049429,0.18536121673003803,1,4.173565687077509,2169.5470123673767,300,0.04303954302110071,CF3BR,0.025,72,/scratch/westgroup/chlorination/git_hub/halogen-data/cantera/2-BTP/literature_mech/2-BTP_kinetics.cti,3.9417039009458525,1
,0.035,0.0917300380228137,0.6898098859315589,0.1834600760456274,1,3.4141372257237483,2144.515751869709,300,0.03516291111116369,CF3BR,0.035,92,/scratch/westgroup/chlorination/git_hub/halogen-data/cantera/2-BTP/literature_mech/2-BTP_kinetics.cti,3.694642821284968,1
0.020000000000000004,,0.1137418755803157,0.6842711234911792,0.18198700092850512,1,3.5983932727733317,1889.5086144369184,300,0.03841631519380759,BTP,0.02,63,/scratch/westgroup/chlorination/git_hub/halogen-data/cantera/2-BTP/literature_mech/2-BTP_kinetics.cti,6.415490749222967,1.25
,0.035,0.11200092850510679,0.6737975858867224,0.17920148560817084,1,3.3521662956863216,2017.5349524009473,300,0.035178433639143476,CF3BR,0.035,94,/scratch/westgroup/chlorination/git_hub/halogen-data/cantera/2-BTP/literature_mech/2-BTP_kinetics.cti,4.973631613894454,1.25
,0.020000000000000004,0.048902195608782444,0.7354890219560879,0.19560878243512977,1,0.3209497240491131,1479.374875127764,300,0.0037326962407580005,CF3BR,0.02,58,/scratch/westgroup/chlorination/git_hub/halogen-data/cantera/2-BTP/literature_mech/2-BTP_kinetics.cti,14.346135310152183,0.5
0.04000000000000001,,0.02456499488229274,0.7389150460593655,0.1965199590583419,1,1.9132086306891904,1996.9571853661273,300,0.02057201065990643,BTP,0.04,95,/scratch/westgroup/chlorination/git_hub/halogen-data/cantera/2-BTP/literature_mech/2-BTP_kinetics.cti,7.853855774971306,0.25
,0.04000000000000001,0.07010710808179163,0.7029406037000974,0.18695228821811102,1,1.5103817761364848,1862.274536902719,300,0.015649465317429563,CF3BR,0.04,100,/scratch/westgroup/chlorination/git_hub/halogen-data/cantera/2-BTP/literature_mech/2-BTP_kinetics.cti,4.409544172680473,0.75
0.015000000000000003,,0.049151696606786435,0.739241516966068,0.19660678642714574,1,2.1131028277127006,1848.0002023961197,300,0.0228132551515189,BTP,0.015,47,/scratch/westgroup/chlorination/git_hub/halogen-data/cantera/2-BTP/literature_mech/2-BTP_kinetics.cti,8.196033390452202,0.5
0.03500000000000001,,0.024692937563971343,0.742763561924258,0.19754350051177075,1,1.475825014164926,1894.0410898291727,300,0.015941926350506872,BTP,0.035,85,/scratch/westgroup/chlorination/git_hub/halogen-data/cantera/2-BTP/literature_mech/2-BTP_kinetics.cti,7.756755087830841,0.25
0.01,,0.07229795520934762,0.7249074975657254,0.19279454722492698,1,5.478081197194952,2113.6210621362547,300,0.05750905797962312,BTP,0.01,39,/scratch/westgroup/chlorination/git_hub/halogen-data/cantera/2-BTP/literature_mech/2-BTP_kinetics.cti,5.272588298050076,0.75
0.04,,0.11142061281337048,0.6703064066852368,0.17827298050139276,1,1.6024844363860167,1711.9652969367837,300,0.01664047725659878,BTP,0.04,103,/scratch/westgroup/chlorination/git_hub/halogen-data/cantera/2-BTP/literature_mech/2-BTP_kinetics.cti,5.4896559443797575,1.25
,0.03,0.09220532319391636,0.693384030418251,0.18441064638783272,1,3.7680209347843574,2158.0489941391074,300,0.03898562689929986,CF3BR,0.03,82,/scratch/westgroup/chlorination/git_hub/halogen-data/cantera/2-BTP/literature_mech/2-BTP_kinetics.cti,3.65883286869884,1
0.04000000000000001,,0.09125475285171104,0.686235741444867,0.1825095057034221,1,2.3206808788171482,1872.1526838148309,300,0.02445237933428763,BTP,0.04,101,/scratch/westgroup/chlorination/git_hub/halogen-data/cantera/2-BTP/literature_mech/2-BTP_kinetics.cti,5.572101960224734,1
0.0024999999999999996,,0.07284566699123661,0.7303992210321324,0.19425511197663098,1,14.714597284083064,1968.2383772341025,300,0.15047926026162575,BTP,0.0025,9,/scratch/westgroup/chlorination/git_hub/halogen-data/cantera/2-BTP/literature_mech/2-BTP_kinetics.cti,2.8576906809746783,0.75
,0.0024999999999999996,0.049775449101796404,0.7486227544910179,0.19910179640718562,1,0.7467531951213788,1470.0281686210392,300,0.008082335807743745,CF3BR,0.0025,8,/scratch/westgroup/chlorination/git_hub/halogen-data/cantera/2-BTP/literature_mech/2-BTP_kinetics.cti,8.343713505107335,0.5
,0.04499999999999999,0.06974196689386562,0.6992794547224926,0.18597857838364165,1,1.385069934459416,1855.2669421425967,300,0.014269264669012873,CF3BR,0.045,110,/scratch/westgroup/chlorination/git_hub/halogen-data/cantera/2-BTP/literature_mech/2-BTP_kinetics.cti,4.266550830399285,0.75
0.015,,0.09363117870722434,0.704106463878327,0.1872623574144487,1,5.810350201906016,2126.561127056085,300,0.06172725127506594,BTP,0.015,51,/scratch/westgroup/chlorination/git_hub/halogen-data/cantera/2-BTP/literature_mech/2-BTP_kinetics.cti,6.201101899274405,1
0.045000000000000005,,0.11084029712163418,0.6668152274837512,0.17734447539461468,1,1.3455000089661635,1674.0991396516704,300,0.014272749356849421,BTP,0.045,113,/scratch/westgroup/chlorination/git_hub/halogen-data/cantera/2-BTP/literature_mech/2-BTP_kinetics.cti,6.735712290542395,1.25
0.044999999999999984,,0.06974196689386562,0.6992794547224926,0.18597857838364165,1,2.6188892381605053,1996.8753368840985,300,0.025968743443536165,BTP,0.045,109,/scratch/westgroup/chlorination/git_hub/halogen-data/cantera/2-BTP/literature_mech/2-BTP_kinetics.cti,1.1474775505527632,0.75
,0.04,0.11142061281337046,0.6703064066852367,0.17827298050139273,1,3.0343406635655046,2006.7678779282146,300,0.0319309685640844,CF3BR,0.04,104,/scratch/westgroup/chlorination/git_hub/halogen-data/cantera/2-BTP/literature_mech/2-BTP_kinetics.cti,5.114673998777885,1.25
0.019999999999999997,,0.02507676560900716,0.7543091095189354,0.2006141248720573,1,0.39011857227006735,1541.1263757593529,300,0.004568909794014933,BTP,0.02,55,/scratch/westgroup/chlorination/git_hub/halogen-data/cantera/2-BTP/literature_mech/2-BTP_kinetics.cti,16.963198334488943,0.25
0.007500000000000001,,0.09434410646387834,0.7094676806083651,0.18868821292775667,1,8.987820023432906,2204.908315606147,300,0.09398760726586876,BTP,0.0075,31,/scratch/westgroup/chlorination/git_hub/halogen-data/cantera/2-BTP/literature_mech/2-BTP_kinetics.cti,4.831269921306691,1
,0.015,0.04915169660678643,0.7392415169660679,0.1966067864271457,1,0.33007109291215153,1475.9724987936556,300,0.0036882724004155716,CF3BR,0.015,48,/scratch/westgroup/chlorination/git_hub/halogen-data/cantera/2-BTP/literature_mech/2-BTP_kinetics.cti,11.036222857655865,0.5
0.045,,0.024437052200614123,0.7350665301944728,0.195496417604913,1,2.261263021514327,2089.915898840672,300,0.02314295420471859,BTP,0.045,105,/scratch/westgroup/chlorination/git_hub/halogen-data/cantera/2-BTP/literature_mech/2-BTP_kinetics.cti,3.0005406250215434,0.25
,0.0025,0.07284566699123662,0.7303992210321325,0.19425511197663098,1,13.151863485294543,1909.8902414594356,300,0.1386772404184103,CF3BR,0.0025,10,/scratch/westgroup/chlorination/git_hub/halogen-data/cantera/2-BTP/literature_mech/2-BTP_kinetics.cti,5.71066671735531,0.75
0.05000000000000002,,0.09030418250950573,0.6790874524714829,0.18060836501901145,1,1.6126998288493677,1777.6048277800717,300,0.016630419451075178,BTP,0.05,121,/scratch/westgroup/chlorination/git_hub/halogen-data/cantera/2-BTP/literature_mech/2-BTP_kinetics.cti,4.483228317402249,1
,0.049999999999999996,0.06937682570593964,0.695618305744888,0.18500486854917236,1,1.2823070613595964,1849.2457669532234,300,0.013216671832752476,CF3BR,0.05,120,/scratch/westgroup/chlorination/git_hub/halogen-data/cantera/2-BTP/literature_mech/2-BTP_kinetics.cti,4.335669273789296,0.75
0.0025,,0.09481939163498099,0.713041825095057,0.18963878326996197,1,22.108166399481682,2234.3279522458224,300,0.23221349743502534,BTP,0.0025,11,/scratch/westgroup/chlorination/git_hub/halogen-data/cantera/2-BTP/literature_mech/2-BTP_kinetics.cti,5.067268182065724,1
0.05000000000000001,,0.11025998142989789,0.6633240482822655,0.1764159702878366,1,1.1348337738268865,1640.4744430865246,300,0.011728194811710346,BTP,0.05,123,/scratch/westgroup/chlorination/git_hub/halogen-data/cantera/2-BTP/literature_mech/2-BTP_kinetics.cti,5.124444466375386,1.25
,0.015000000000000001,0.114322191272052,0.6877623026926648,0.1829155060352832,1,5.908060773979167,2061.751009915544,300,0.06335684707694214,CF3BR,0.015,54,/scratch/westgroup/chlorination/git_hub/halogen-data/cantera/2-BTP/literature_mech/2-BTP_kinetics.cti,7.485019005752003,1.25
0.04999999999999999,,0.06937682570593962,0.6956183057448879,0.18500486854917234,1,2.2430623793897158,1949.198916878602,300,0.022234849308187865,BTP,0.05,119,/scratch/westgroup/chlorination/git_hub/halogen-data/cantera/2-BTP/literature_mech/2-BTP_kinetics.cti,1.112747370984436,0.75
,0.045000000000000005,0.11084029712163417,0.6668152274837512,0.17734447539461468,1,2.7503379380703707,1995.5937887177565,300,0.028803421395534195,CF3BR,0.045,114,/scratch/westgroup/chlorination/git_hub/halogen-data/cantera/2-BTP/literature_mech/2-BTP_kinetics.cti,4.842255056820636,1.25
0.024999999999999998,,0.07120253164556961,0.7139240506329113,0.18987341772151897,1,4.5482034277231325,2195.653851811733,300,0.04770156892153938,BTP,0.025,69,/scratch/westgroup/chlorination/git_hub/halogen-data/cantera/2-BTP/literature_mech/2-BTP_kinetics.cti,4.995290869334754,0.75
0.049999999999999996,,0.024309109518935515,0.7312180143295802,0.19447287615148412,1,2.4654942899693335,2162.995742546823,300,0.024913591178324593,BTP,0.05,115,/scratch/westgroup/chlorination/git_hub/halogen-data/cantera/2-BTP/literature_mech/2-BTP_kinetics.cti,1.3484219781183908,0.25
0.039999999999999994,,0.04790419161676646,0.7204790419161675,0.19161676646706585,1,3.4888608319165813,2197.6853421710985,300,0.03477670475055072,BTP,0.04,97,/scratch/westgroup/chlorination/git_hub/halogen-data/cantera/2-BTP/literature_mech/2-BTP_kinetics.cti,0.4449788104934103,0.5
,0.05,0.11025998142989786,0.6633240482822655,0.1764159702878366,1,2.5007177416883257,1983.9412721385957,300,0.02641947510947686,CF3BR,0.05,124,/scratch/westgroup/chlorination/git_hub/halogen-data/cantera/2-BTP/literature_mech/2-BTP_kinetics.cti,5.62157384698129,1.25
0.030000000000000002,,0.09220532319391636,0.693384030418251,0.18441064638783272,1,3.2995957027466187,1971.3391987897026,300,0.03496737013260129,BTP,0.03,81,/scratch/westgroup/chlorination/git_hub/halogen-data/cantera/2-BTP/literature_mech/2-BTP_kinetics.cti,6.009534799716878,1
0.045,,0.09077946768060836,0.6826615969581747,0.18155893536121673,1,1.9308606543007831,1824.896757675015,300,0.020237483195209034,BTP,0.045,111,/scratch/westgroup/chlorination/git_hub/halogen-data/cantera/2-BTP/literature_mech/2-BTP_kinetics.cti,5.573174994028778,1
,0.045000000000000005,0.09077946768060838,0.682661596958175,0.18155893536121676,1,2.85222348630198,2119.093608319878,300,0.02962673099515475,CF3BR,0.045,112,/scratch/westgroup/chlorination/git_hub/halogen-data/cantera/2-BTP/literature_mech/2-BTP_kinetics.cti,3.820525480554722,1
,0.05000000000000002,0.09030418250950571,0.679087452471483,0.18060836501901142,1,2.614330366944708,2105.113950221186,300,0.02716288297429499,CF3BR,0.05,122,/scratch/westgroup/chlorination/git_hub/halogen-data/cantera/2-BTP/literature_mech/2-BTP_kinetics.cti,3.767453499092848,1
0.05,,0.04740518962075849,0.7129740518962076,0.18962075848303395,1,2.753084921116052,2105.2266164581483,300,0.027436542534116704,BTP,0.05,117,/scratch/westgroup/chlorination/git_hub/halogen-data/cantera/2-BTP/literature_mech/2-BTP_kinetics.cti,0.4054695720302334,0.5
0.025,,0.04865269461077845,0.7317365269461079,0.1946107784431138,1,3.1635769973517145,2062.761663340684,300,0.03334697045088509,BTP,0.025,67,/scratch/westgroup/chlorination/git_hub/halogen-data/cantera/2-BTP/literature_mech/2-BTP_kinetics.cti,5.752603229586271,0.5
0.035,,0.07047224926971762,0.7066017526777021,0.18792599805258037,1,3.515118522287038,2096.942585496352,300,0.03487155449269766,BTP,0.035,89,/scratch/westgroup/chlorination/git_hub/halogen-data/cantera/2-BTP/literature_mech/2-BTP_kinetics.cti,1.027626490896165,0.75
,0.035,0.04815369261477046,0.7242315369261477,0.19261477045908185,1,0.31379270252189456,1492.543892992806,300,0.003610325513235179,CF3BR,0.035,88,/scratch/westgroup/chlorination/git_hub/halogen-data/cantera/2-BTP/literature_mech/2-BTP_kinetics.cti,15.771546218020385,0.5
,0.04000000000000001,0.09125475285171104,0.686235741444867,0.1825095057034221,1,3.1231811955828093,2131.9970967806053,300,0.03224392416724544,CF3BR,0.04,102,/scratch/westgroup/chlorination/git_hub/halogen-data/cantera/2-BTP/literature_mech/2-BTP_kinetics.cti,3.367602999393605,1
0.045,,0.04765469061876248,0.7167265469061876,0.1906187624750499,1,3.139658227228119,2153.28084545511,300,0.031275681406069074,BTP,0.045,107,/scratch/westgroup/chlorination/git_hub/halogen-data/cantera/2-BTP/literature_mech/2-BTP_kinetics.cti,0.47109151017341316,0.5
,0.049999999999999996,0.04740518962075848,0.7129740518962074,0.18962075848303392,1,0.30077248401131096,1499.6874723722333,300,0.0034918860418865867,CF3BR,0.05,118,/scratch/westgroup/chlorination/git_hub/halogen-data/cantera/2-BTP/literature_mech/2-BTP_kinetics.cti,16.379401580131876,0.5
0.04,,0.07010710808179163,0.7029406037000974,0.18695228821811102,1,3.042717429623138,2047.592844409309,300,0.030115589530469514,BTP,0.04,99,/scratch/westgroup/chlorination/git_hub/halogen-data/cantera/2-BTP/literature_mech/2-BTP_kinetics.cti,1.3737075104034915,0.75
,0.045,0.04765469061876247,0.7167265469061875,0.19061876247504989,1,0.3085390642608694,1498.96440481399,300,0.0035975376178451657,CF3BR,0.045,108,/scratch/westgroup/chlorination/git_hub/halogen-data/cantera/2-BTP/literature_mech/2-BTP_kinetics.cti,15.787718400421559,0.5
0.035,,0.11200092850510679,0.6737975858867224,0.17920148560817087,1,1.932676502217914,1753.7503375984659,300,0.02068995616729825,BTP,0.035,93,/scratch/westgroup/chlorination/git_hub/halogen-data/cantera/2-BTP/literature_mech/2-BTP_kinetics.cti,6.944969350134732,1.25
,0.024999999999999998,0.11316155988857939,0.6807799442896936,0.181058495821727,1,4.249566678887356,2040.2143948469404,300,0.04516712681750722,CF3BR,0.025,74,/scratch/westgroup/chlorination/git_hub/halogen-data/cantera/2-BTP/literature_mech/2-BTP_kinetics.cti,6.122412278849988,1.25
